size,total_net_assets,net_annual_expenses,morningstar_rating,inception_date,portfolio_bonds,sectors_basic_materials,sectors_consumer_cyclical,sectors_financial_services,sectors_real_estate,sectors_consumer_defensive,sectors_healthcare,sectors_utilities,sectors_communication_services,sectors_energy,sectors_industrials,sectors_technology,price_earning,returns_2017,returns_2016,alpha,beta
Large,4720000000,1.47,3,1/6/2009,40.73,0,0,0,0,0,0,0,0,0,0,0,13.57,9.42,10.71,0.32,0.66
Others,4540000,0,0,1/10/2017,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Others,24750000,2.25,0,13/08/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,9.29,0.13,0,0
Medium,6970000,3.43,3,25/02/2010,1.75,16.06,25.35,2.5,0,16.89,10.25,0,0,2.64,18.44,7.87,12.48,4.83,6.59,-1.38,0.73
Others,24750000,2,0,2/8/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47,0.34,0,0
Medium,6970000,2.34,4,11/7/2010,1.75,16.06,25.35,2.5,0,16.89,10.25,0,0,2.64,18.44,7.87,12.48,6.2,8.6,0.04,0.75
Large,4720000000,0.97,3,1/6/2009,40.73,0,0,0,0,0,0,0,0,0,0,0,13.57,9.95,11.35,0.86,0.66
Large,4720000000,1.22,3,1/6/2009,40.73,0,0,0,0,0,0,0,0,0,0,0,13.57,9.78,10.97,0.62,0.65
Small,7270000000,1.2,3,16/05/2010,0,5.8,14.87,26.12,3.53,3.23,3.71,2.02,0.26,7.07,19.5,13.87,14.16,8.27,26.28,-0.8,0.97
Large,48250000,1.11,1,28/12/2008,30.56,5.67,11.25,16.73,4.06,8.12,12.55,3.77,4.15,4.97,11.81,16.93,13.25,12.36,6.19,-1.2,0.8
Large,615920000,1.4,2,25/04/2016,0,5.91,11.45,18.63,2.46,7.79,12.32,2.5,4.16,6.22,11.47,17.11,12.62,23.47,0,1.46,0.8
Medium,3170000000,0.85,4,28/02/2005,0,2.34,15.73,22.81,5.73,3.78,4.33,4.14,0,10,19.45,11.68,14.49,13,24.73,-0.88,1
Medium,3170000000,1.21,3,28/02/2005,0,2.34,15.73,22.81,5.73,3.78,4.33,4.14,0,10,19.45,11.68,14.49,12.59,24.3,-1.22,1
Medium,3170000000,1.52,3,2/11/2003,0,2.34,15.73,22.81,5.73,3.78,4.33,4.14,0,10,19.45,11.68,14.49,12.25,23.9,-1.5,1
Large,660000,0.6,4,8/12/2014,0,8.56,8.92,25.91,1.43,4.98,0.86,3.55,2.14,6.15,5.57,31.93,10.9,36.07,11.49,2,1.12
Small,7270000000,0.9,4,2/8/2009,0,5.8,14.87,26.12,3.53,3.23,3.71,2.02,0.26,7.07,19.5,13.87,14.16,8.63,26.66,-0.49,0.97
Medium,3170000000,0.78,3,14/10/2013,0,2.34,15.73,22.81,5.73,3.78,4.33,4.14,0,10,19.45,11.68,14.49,13.08,24.79,-0.78,1
Large,731030000,0.72,2,8/10/1997,98.02,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0.69,-1.02,0.92
Large,731030000,1.47,1,28/02/2010,98.02,0,0,0,0,0,0,0,0,0,0,0,0,1.22,-0.15,-1.77,0.91
Small,2640000000,1.62,2,25/01/2010,98.58,0,0,0,0,0,0,0,0,0,0,0,0,9.1,-0.81,0.62,1.28
Small,2640000000,0.87,3,25/01/2010,98.58,0,0,0,0,0,0,0,0,0,0,0,0,9.91,-0.15,1.37,1.28
Large,731030000,0.27,3,28/02/2010,98.02,0,0,0,0,0,0,0,0,0,0,0,0,2.35,1.14,-0.6,0.92
Large,128620000,0.5,4,30/11/2014,0,3.44,11.74,15.25,2.63,6.1,15.94,3.74,2.93,6.09,8.17,23.97,15.28,23.9,9.8,-0.03,0.96
Large,731030000,0.97,2,28/02/2010,98.02,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0.35,-1.3,0.92
Small,2640000000,0.62,4,25/01/2010,98.58,0,0,0,0,0,0,0,0,0,0,0,0,10.19,0.19,1.6,1.28
Large,1580000000,0.44,5,3/3/2004,37.56,3.88,10.99,20.38,2.1,8.17,12.81,2.46,4.14,5.86,9.78,19.44,15.77,14.86,5.89,-0.22,0.97
Large,397090000,0.98,1,28/03/2001,0,3.74,6.33,26.37,1.02,7.57,10.73,4.75,4.61,12.98,6.58,15.31,13.26,13.39,10.96,-7.6,1.06
Large,397090000,1.07,1,28/03/2001,0,3.74,6.33,26.37,1.02,7.57,10.73,4.75,4.61,12.98,6.58,15.31,13.26,13.32,10.96,-7.68,1.06
Large,397090000,1.73,1,28/03/2001,0,3.74,6.33,26.37,1.02,7.57,10.73,4.75,4.61,12.98,6.58,15.31,13.26,12.52,10.19,-8.32,1.06
Large,397090000,0.68,1,28/02/2005,0,3.74,6.33,26.37,1.02,7.57,10.73,4.75,4.61,12.98,6.58,15.31,13.26,13.73,11.31,-7.25,1.05
Large,397090000,1.11,1,28/02/2005,0,3.74,6.33,26.37,1.02,7.57,10.73,4.75,4.61,12.98,6.58,15.31,13.26,13.26,10.75,-7.72,1.06
Large,397090000,1.41,1,2/11/2003,0,3.74,6.33,26.37,1.02,7.57,10.73,4.75,4.61,12.98,6.58,15.31,13.26,12.93,10.45,-8.01,1.06
Large,397090000,0.73,1,28/03/2001,0,3.74,6.33,26.37,1.02,7.57,10.73,4.75,4.61,12.98,6.58,15.31,13.26,13.71,11.23,-7.34,1.06
Large,823470000,0.83,2,1/9/2003,15.2,3.61,14.17,17.5,10.8,5.75,12.67,1.39,4.04,3.78,9.01,17.27,16.79,11.22,5.79,-2.43,1
Large,823470000,1.6,1,1/9/2003,15.2,3.61,14.17,17.5,10.8,5.75,12.67,1.39,4.04,3.78,9.01,17.27,16.79,10.39,4.99,-3.17,1
Large,823470000,1.59,1,1/9/2003,15.2,3.61,14.17,17.5,10.8,5.75,12.67,1.39,4.04,3.78,9.01,17.27,16.79,10.42,4.99,-3.16,1
Large,823470000,0.61,2,28/02/2005,15.2,3.61,14.17,17.5,10.8,5.75,12.67,1.39,4.04,3.78,9.01,17.27,16.79,11.38,6.11,-2.16,1
Large,823470000,0.94,2,28/02/2005,15.2,3.61,14.17,17.5,10.8,5.75,12.67,1.39,4.04,3.78,9.01,17.27,16.79,11.1,5.73,-2.54,1
Large,823470000,1.25,2,16/02/2004,15.2,3.61,14.17,17.5,10.8,5.75,12.67,1.39,4.04,3.78,9.01,17.27,16.79,10.74,5.41,-2.84,1
Large,823470000,0.59,2,1/9/2003,15.2,3.61,14.17,17.5,10.8,5.75,12.67,1.39,4.04,3.78,9.01,17.27,16.79,11.49,6.11,-2.17,1
Large,3210000000,1.1,2,29/01/2004,0,6.6,14.37,21.66,0.42,11.39,6.84,1.19,6.35,5.67,10.3,15.22,15.5,26.31,-1.51,0.82,0.82
Large,3210000000,1.83,2,29/01/2004,0,6.6,14.37,21.66,0.42,11.39,6.84,1.19,6.35,5.67,10.3,15.22,15.5,25.34,-2.26,0.06,0.83
Large,3210000000,1.85,2,29/01/2004,0,6.6,14.37,21.66,0.42,11.39,6.84,1.19,6.35,5.67,10.3,15.22,15.5,25.29,-2.18,0.07,0.83
Large,989040000,2.14,3,28/08/2014,32.04,9.37,13.07,18.95,1.91,9.76,8.83,2.47,3.79,9.93,10.64,11.29,14.9,-0.26,-4.06,-0.95,0.76
Large,989040000,2.89,3,5/10/2015,32.04,9.37,13.07,18.95,1.91,9.76,8.83,2.47,3.79,9.93,10.64,11.29,14.9,-1.04,0,-1.7,0.76
Large,136370000,1.24,3,30/08/2011,23.7,10.68,7.49,27.55,4.46,4.75,0.35,1.87,1.5,9.66,11.73,19.96,8.95,20.6,12.03,1.23,0.71
Large,989040000,1.89,3,30/06/2014,32.04,9.37,13.07,18.95,1.91,9.76,8.83,2.47,3.79,9.93,10.64,11.29,14.9,-0.09,-3.81,-0.74,0.76
Medium,3170000000,0.87,4,28/03/2001,0,2.34,15.73,22.81,5.73,3.78,4.33,4.14,0,10,19.45,11.68,14.49,12.98,24.64,-0.88,1
Large,136370000,0,3,30/07/2017,23.7,10.68,7.49,27.55,4.46,4.75,0.35,1.87,1.5,9.66,11.73,19.96,8.95,0,0,1.25,0.71
Large,2990000000,1.23,3,30/12/1996,0,3.4,19,13.33,1.39,0.84,13.13,0,2.02,1.31,8.27,37.3,22.9,31.22,0.33,0.46,1.08
Medium,698320000,1.5,3,2/5/1993,99.35,0,0,0,0,0,0,0,0,0,0,0,0,4.83,-1.26,-0.8,0.95
Large,1170000000,2.01,2,29/09/2011,0,0.45,19.29,11.7,1.01,7.42,15.98,0,1.92,1.24,11.29,29.7,22.61,23.63,2.03,-1.28,1.05
Large,1170000000,0.81,3,29/09/2011,0,0.45,19.29,11.7,1.01,7.42,15.98,0,1.92,1.24,11.29,29.7,22.61,25.14,3.26,-0.05,1.05
Large,2990000000,1.99,3,31/10/1993,0,3.4,19,13.33,1.39,0.84,13.13,0,2.02,1.31,8.27,37.3,22.9,30.33,-0.51,-0.3,1.08
Large,1170000000,1.26,3,29/09/2011,0,0.45,19.29,11.7,1.01,7.42,15.98,0,1.92,1.24,11.29,29.7,22.61,24.58,2.8,-0.52,1.05
Large,3740000000,1.62,3,26/01/2003,0,3.4,19.07,13.21,1.41,0.84,12.87,0,1.88,1.36,8.62,37.35,22.73,30.47,-0.03,0.14,1.08
Large,609530000,0.95,3,28/01/2009,98.39,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.41,-0.8,0.61
Large,1170000000,1.51,2,29/09/2011,0,0.45,19.29,11.7,1.01,7.42,15.98,0,1.92,1.24,11.29,29.7,22.61,24.24,2.56,-0.78,1.05
Large,3740000000,0.75,4,28/02/2017,0,3.4,19.07,13.21,1.41,0.84,12.87,0,1.88,1.36,8.62,37.35,22.73,0,0,0.77,1.08
Large,2990000000,0.88,4,28/12/2010,0,3.4,19,13.33,1.39,0.84,13.13,0,2.02,1.31,8.27,37.3,22.9,31.69,0.66,0.77,1.09
Medium,6040000000,0.4,3,31/03/1993,95.03,0,0,0,0,0,0,0,0,0,0,0,0,3.54,2.72,-0.2,0.98
Large,660000,1.62,3,25/04/2016,0,8.56,8.92,25.91,1.43,4.98,0.86,3.55,2.14,6.15,5.57,31.93,10.9,34.7,0,0.97,1.12
Large,128620000,1.42,3,25/04/2016,0,3.44,11.74,15.25,2.63,6.1,15.94,3.74,2.93,6.09,8.17,23.97,15.28,22.83,0,-0.92,0.96
Large,323000,0.68,4,28/02/2010,31.92,2.98,11.06,27.34,0,4.73,10.5,1.31,3.83,17.99,10.09,10.18,12.66,12.45,12.56,-0.92,1.12
Large,491620000,1.26,3,1/10/1996,49.17,3.92,12.24,16.77,5.13,9.68,12.62,1.53,2.19,6.43,11.69,17.8,16.88,10.36,4.97,-0.92,0.81
Medium,1570000000,0.85,4,22/09/1971,93.6,0,0,0,0,0,0,0,0,0,0,0,0,7.26,8.05,1.43,1.14
Medium,1570000000,1.58,3,29/08/1993,93.6,0,0,0,0,0,0,0,0,0,0,0,0,6.54,7.28,0.73,1.15
Medium,1570000000,0.6,4,11/8/2005,93.6,0,0,0,0,0,0,0,0,0,0,0,0,7.51,8.46,1.68,1.14
Large,491620000,0.81,4,31/07/2000,49.17,3.92,12.24,16.77,5.13,9.68,12.62,1.53,2.19,6.43,11.69,17.8,16.88,11.04,5.25,-0.44,0.8
Small,146730000,1.63,2,29/11/2006,92.23,0,0,0,0,0,0,0,0,0,0,0,0,3.44,2.53,-0.77,0.94
Medium,8360000000,1.96,4,28/02/2010,0,2.19,9.57,21.72,1.92,12.65,10.6,6.43,0.77,12.72,13.07,8.37,16.19,10.47,21.57,-1.21,0.87
Small,146730000,0.63,3,29/11/2006,92.23,0,0,0,0,0,0,0,0,0,0,0,0,4.57,3.57,0.24,0.93
Large,79420000,2.3,2,2/4/2006,0,9.14,9.49,32.6,2.18,3.33,7.11,3.13,8.71,10.37,9.66,4.28,11.19,20.13,0.67,-3.71,0.98
Small,146730000,1.13,3,29/11/2006,92.23,0,0,0,0,0,0,0,0,0,0,0,0,4.06,3.04,-0.24,0.95
Small,146730000,0.88,3,29/11/2006,92.23,0,0,0,0,0,0,0,0,0,0,0,0,4.22,3.3,0.01,0.94
Large,609530000,0.58,3,22/06/1998,98.39,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1.67,-0.56,0.61
Small,146730000,0.53,4,9/4/2017,92.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.93
Small,146730000,0.43,4,29/11/2006,92.23,0,0,0,0,0,0,0,0,0,0,0,0,4.69,3.76,0.43,0.94
Large,142630000,1.26,2,13/05/2003,0,1.43,5.31,25.06,0.18,9.06,21.11,3.22,2.9,15.68,7.2,8.86,14.23,11.49,15.13,-4.97,1.01
Medium,1570000000,0.53,4,31/05/2010,93.6,0,0,0,0,0,0,0,0,0,0,0,0,7.61,8.4,1.78,1.14
Medium,1570000000,1.1,4,5/6/2011,93.6,0,0,0,0,0,0,0,0,0,0,0,0,6.99,7.93,1.23,1.14
Large,34040000,1.75,2,26/09/2013,0,3.15,5.78,21.78,0.49,18.96,4.39,8.26,14.03,4.54,6.17,12.44,11.64,25.25,3.88,-2.05,0.88
Large,34040000,2.5,1,26/09/2013,0,3.15,5.78,21.78,0.49,18.96,4.39,8.26,14.03,4.54,6.17,12.44,11.64,24.27,3.09,-2.83,0.88
Medium,48060000,2.45,4,30/10/2011,0.02,4.99,11.74,13.48,2.25,4.67,17.06,0.78,1.79,2.45,16.51,24.27,16.95,9.71,5.02,-5.37,0.92
Large,34040000,1.35,2,26/09/2013,0,3.15,5.78,21.78,0.49,18.96,4.39,8.26,14.03,4.54,6.17,12.44,11.64,25.72,4.28,-1.65,0.89
Medium,48060000,1.45,4,30/10/2011,0.02,4.99,11.74,13.48,2.25,4.67,17.06,0.78,1.79,2.45,16.51,24.27,16.95,10.79,6.06,-4.39,0.92
Medium,48060000,1.25,4,30/10/2011,0.02,4.99,11.74,13.48,2.25,4.67,17.06,0.78,1.79,2.45,16.51,24.27,16.95,11.09,6.21,-4.16,0.92
Large,34040000,1.73,2,26/09/2013,0,3.15,5.78,21.78,0.49,18.96,4.39,8.26,14.03,4.54,6.17,12.44,11.64,25.19,3.9,-2.05,0.88
Medium,48060000,1.7,4,30/10/2011,0.02,4.99,11.74,13.48,2.25,4.67,17.06,0.78,1.79,2.45,16.51,24.27,16.95,10.6,5.81,-4.6,0.92
Medium,48060000,1.95,4,30/10/2011,0.02,4.99,11.74,13.48,2.25,4.67,17.06,0.78,1.79,2.45,16.51,24.27,16.95,10.29,5.48,-4.87,0.92
Large,34040000,1.45,2,26/09/2013,0,3.15,5.78,21.78,0.49,18.96,4.39,8.26,14.03,4.54,6.17,12.44,11.64,25.53,4.16,-1.77,0.89
Large,2580000000,2.16,3,17/12/2001,0,3.39,17.18,25.77,2.92,9.62,3.02,1.27,1.07,2.95,5.21,27.6,13.43,44.56,6.5,2.93,0.99
Large,59840000,0.55,2,15/12/1976,0,25.87,0,1.01,0,12.32,16.06,0,0,19.43,6.66,18.65,17.1,10.37,15.74,-3.61,0.94
Large,1450000000,0.79,4,2/8/1960,22.04,2.21,7.1,35.93,0,5.26,15.3,0.46,3.51,14.38,5.9,9.95,14.1,10.88,14.83,-0.39,1.19
Large,1450000000,0.48,4,31/05/2010,22.04,2.21,7.1,35.93,0,5.26,15.3,0.46,3.51,14.38,5.9,9.95,14.1,11.23,15.21,-0.08,1.19
Large,63140000,2.3,3,28/12/2010,0,9.72,16.23,26.78,0,7.83,4.64,0.44,0,5,5.89,23.46,13.7,37.65,1.62,-0.41,1.07
Large,1450000000,1.54,4,5/7/1993,22.04,2.21,7.1,35.93,0,5.26,15.3,0.46,3.51,14.38,5.9,9.95,14.1,10.03,14.01,-1.13,1.19
Large,1450000000,1.04,4,30/09/2002,22.04,2.21,7.1,35.93,0,5.26,15.3,0.46,3.51,14.38,5.9,9.95,14.1,10.56,14.59,-0.64,1.19
Large,1450000000,0.54,5,21/12/2004,22.04,2.21,7.1,35.93,0,5.26,15.3,0.46,3.51,14.38,5.9,9.95,14.1,11.16,15.13,-0.16,1.19
Large,79420000,1.3,3,2/4/2006,0,9.14,9.49,32.6,2.18,3.33,7.11,3.13,8.71,10.37,9.66,4.28,11.19,21.27,1.76,-2.71,0.99
Large,60950000,1.52,3,30/05/2006,0,0,19.91,7.32,0,5.16,15.46,0,0,3.98,11.59,36.58,29.21,33.89,5.16,1.51,1.08
Large,60950000,1.27,3,30/05/2006,0,0,19.91,7.32,0,5.16,15.46,0,0,3.98,11.59,36.58,29.21,34.25,5.39,1.77,1.07
Large,119760000,1.15,5,22/11/1998,0,3.47,13.95,7.72,3.79,2.84,16.01,0,2.06,0,30.19,19.97,20.65,35.7,1.19,5.13,0.8
Others,46530000,1.25,5,30/09/2012,63.09,0,0,0,0,0,0,0,0,0,0,0,0,1.43,5,1.55,-0.05
Large,60950000,0.67,3,30/11/2016,0,0,19.91,7.32,0,5.16,15.46,0,0,3.98,11.59,36.58,29.21,0,0,2.28,1.08
Large,60950000,1.02,3,30/05/2006,0,0,19.91,7.32,0,5.16,15.46,0,0,3.98,11.59,36.58,29.21,34.55,5.69,2.03,1.08
Large,60950000,0.82,3,30/05/2006,0,0,19.91,7.32,0,5.16,15.46,0,0,3.98,11.59,36.58,29.21,34.83,5.88,2.22,1.08
Large,24190000,0.32,2,26/12/2000,24.4,3.17,15.24,18.25,12.04,5.98,5.89,3.31,2.23,2.14,15.69,16.07,15.12,14.61,-0.68,-5.67,1.1
Large,2240000000,1.67,3,27/06/2001,0,4.25,10.39,12.38,6.22,3.34,14.76,1.26,2.47,8.79,8.97,27.18,15.61,19.4,12.47,-2.4,1
Medium,378830000,0.92,3,5/5/1998,0,100,0,0,0,0,0,0,0,0,0,0,20.68,10.28,52.7,8.48,0.53
Large,8060000000,0.82,4,31/07/1946,0,2.26,7.08,35.03,0,5.34,15.53,0.46,3.46,14.92,5.81,10.13,14.13,14.21,19.81,-2.75,1.06
Large,8060000000,1.57,3,1/8/1993,0,2.26,7.08,35.03,0,5.34,15.53,0.46,3.46,14.92,5.81,10.13,14.13,13.34,18.96,-3.48,1.05
Large,8060000000,1.07,3,30/09/2002,0,2.26,7.08,35.03,0,5.34,15.53,0.46,3.46,14.92,5.81,10.13,14.13,13.91,19.54,-2.99,1.05
Large,8060000000,0.57,4,18/10/2004,0,2.26,7.08,35.03,0,5.34,15.53,0.46,3.46,14.92,5.81,10.13,14.13,14.49,20.1,-2.5,1.06
Large,8060000000,0.49,4,31/05/2010,0,2.26,7.08,35.03,0,5.34,15.53,0.46,3.46,14.92,5.81,10.13,14.13,14.57,20.25,-2.4,1.06
Small,2670000000,0.54,5,27/08/1987,52.84,0,14.23,37.25,0,0,0,0,0,23.36,25.16,0,0,6.29,5.68,1.21,0.96
Small,89420000,1.25,2,30/09/2014,91.35,0,0,0,0,0,0,0,0,0,0,0,0,4.22,10.12,2.14,0.23
Small,89420000,2,1,30/09/2014,91.35,0,0,0,0,0,0,0,0,0,0,0,0,3.52,9.29,1.38,0.23
Small,89420000,0.85,3,30/09/2014,91.35,0,0,0,0,0,0,0,0,0,0,0,0,4.67,10.53,2.56,0.22
Small,89420000,1.23,2,30/09/2014,91.35,0,0,0,0,0,0,0,0,0,0,0,0,4.34,10.15,2.17,0.23
Small,89420000,0.95,3,30/09/2014,91.35,0,0,0,0,0,0,0,0,0,0,0,0,4.51,10.47,2.46,0.22
Medium,562240000,1.9,2,27/04/1998,0,11.36,10.35,14.09,1.18,9.64,4.88,0,2.92,2.9,23.05,19.63,18.64,40.1,-5.67,4.52,0.84
Large,1150000000,0.71,5,7/7/1998,5.66,3.84,4.24,19.69,1.04,11.39,15.16,7.29,4.21,15.34,10.61,7.19,16,13.68,19.72,2.25,0.68
Large,33920000,2.15,2,29/11/2006,0,9.73,10.71,19.41,2.12,10.11,8.34,0.42,7.63,7.48,14.37,9.67,12.62,24.42,-2.31,-1.95,0.92
Large,33920000,1.15,3,29/11/2006,0,9.73,10.71,19.41,2.12,10.11,8.34,0.42,7.63,7.48,14.37,9.67,12.62,25.8,-1.45,-0.91,0.92
Medium,440000000,0.98,3,22/09/1992,0,3.76,21.69,10.82,2.2,6.22,10.39,0.15,1.78,0.68,25.3,16.99,20.69,32.24,-2.28,2.34,0.82
Medium,247050000,1.33,4,8/1/2003,0,10.4,14.47,14.05,2.07,7.54,10.9,1.91,1.24,2.9,16.67,17.82,18.37,45.27,-5.2,8,0.76
Large,33920000,1.4,2,29/11/2006,0,9.73,10.71,19.41,2.12,10.11,8.34,0.42,7.63,7.48,14.37,9.67,12.62,25.42,-1.57,-1.19,0.92
Large,33920000,1.65,2,29/11/2006,0,9.73,10.71,19.41,2.12,10.11,8.34,0.42,7.63,7.48,14.37,9.67,12.62,25.18,-1.94,-1.47,0.92
Medium,8840000,0,0,10/12/2006,85.17,0,0,0,0,0,0,0,0,0,0,0,0,6.34,5.75,0.64,1.22
Large,3020000000,0.47,3,9/2/1997,95.05,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.72,-0.16,0.94
Large,33920000,0.95,3,29/11/2006,0,9.73,10.71,19.41,2.12,10.11,8.34,0.42,7.63,7.48,14.37,9.67,12.62,26.02,-1.25,-0.75,0.92
Large,3740000000,0.84,4,13/10/2016,0,3.4,19.07,13.21,1.41,0.84,12.87,0,1.88,1.36,8.62,37.35,22.73,0,0,0.79,1.08
Medium,8360000000,1.21,5,12/1/2005,0,2.19,9.57,21.72,1.92,12.65,10.6,6.43,0.77,12.72,13.07,8.37,16.19,11.32,22.5,-0.48,0.87
Large,3230000000,1.98,3,3/6/2001,0,0.95,4.55,23.96,0,10.84,19.6,1.07,3.65,17.88,7.35,10.15,14.7,7.39,19.04,-3.85,0.93
Medium,3050000000,0.12,3,11/5/2006,94.85,0,0,0,0,0,0,0,0,0,0,0,0,3.86,2.56,-0.13,1
Large,1720000000,0.47,3,11/5/2006,0,5.36,13.99,15.51,1.37,4.5,16.92,0.33,1.07,5,9.39,26.57,16.5,22.17,10.07,-1.46,1.02
Large,158850000,1.27,3,29/06/1998,29.58,6.36,14.06,16.28,5.1,7.74,8.77,2.34,2.98,4.24,13.33,18.79,14.98,16.54,5.54,-2,1.15
Large,447380000,0.69,4,11/5/2006,0,3.15,17.53,25.47,2.72,10.15,2.78,1.24,1.42,3.05,5.18,27.32,13.54,48.37,7.21,4.61,1
Large,1870000000,0.2,3,11/5/2006,0,0.97,4.5,24.11,0.54,13.52,19.71,2.66,3.02,15.52,7.55,7.9,14.54,11.55,15.12,-4.88,1.01
Medium,1030000000,0.24,5,11/5/2006,0,2.17,9.55,21.76,1.92,12.65,10.61,6.4,0.77,12.74,13.07,8.36,16.19,12.08,23.29,0.21,0.87
Large,985970000,0.61,3,11/5/2006,0,6.31,22.04,18.38,0,18.2,6.52,0,0.66,2.97,10.59,14.33,19.94,31.82,-5.98,2.06,0.89
Small,444140000,0.67,2,11/5/2006,0,8.49,14.39,16.99,4.23,2.99,15.25,0.88,1.37,2.2,15.84,17.38,14.83,11.31,18.39,-2.75,1.1
Large,1310000000,0.56,3,11/5/2006,0,1.04,13.89,8.65,0.77,11.17,12.06,0,2.06,1.12,14.24,35.01,20.9,30.81,4.18,1.87,1.06
Medium,777160000,0.58,2,11/5/2006,0,1.95,16.89,7.31,0.6,6.86,15.96,0,2.23,1.97,19.57,26.65,22.99,22.44,3.54,-2.72,0.99
Large,16370000,1.95,0,17/12/2015,2.42,1.86,10.36,25.59,1.74,3.25,11.18,0.75,1.33,2.4,13.19,28.34,17.81,9.09,0,0,0
Medium,1310000000,1.52,3,31/01/2002,96.65,0,0,0,0,0,0,0,0,0,0,0,0,2.05,-1.35,-1.57,0.7
Large,16370000,2.7,0,17/12/2015,2.42,1.86,10.36,25.59,1.74,3.25,11.18,0.75,1.33,2.4,13.19,28.34,17.81,8.32,0,0,0
Small,94330000,1.65,3,30/05/2006,0,4.56,13.37,16.57,6.87,2.58,15.98,2.93,0.38,3.59,16.5,16.67,16.88,17.09,10.36,-2.97,0.95
Small,94330000,1.4,3,30/05/2006,0,4.56,13.37,16.57,6.87,2.58,15.98,2.93,0.38,3.59,16.5,16.67,16.88,17.41,10.64,-2.68,0.95
Small,94330000,0.95,3,30/05/2006,0,4.56,13.37,16.57,6.87,2.58,15.98,2.93,0.38,3.59,16.5,16.67,16.88,17.94,11.09,-2.26,0.95
Large,16370000,1.7,0,17/12/2015,2.42,1.86,10.36,25.59,1.74,3.25,11.18,0.75,1.33,2.4,13.19,28.34,17.81,9.09,0,0,0
Small,94330000,0.8,3,30/11/2016,0,4.56,13.37,16.57,6.87,2.58,15.98,2.93,0.38,3.59,16.5,16.67,16.88,0,0,-2.18,0.95
Small,94330000,1.15,3,30/05/2006,0,4.56,13.37,16.57,6.87,2.58,15.98,2.93,0.38,3.59,16.5,16.67,16.88,17.71,10.88,-2.46,0.95
Large,2220000000,2.02,1,7/3/2010,26.02,11.77,3.68,6.67,39.14,2.76,3.5,0.71,0.59,24.21,3.34,3.63,15.86,10.3,14.56,-6.55,1.47
Small,94330000,0.95,3,9/4/2017,0,4.56,13.37,16.57,6.87,2.58,15.98,2.93,0.38,3.59,16.5,16.67,16.88,0,0,-2.25,0.95
Medium,8360000000,0.96,5,30/03/2004,0,2.19,9.57,21.72,1.92,12.65,10.6,6.43,0.77,12.72,13.07,8.37,16.19,11.58,22.84,-0.21,0.87
Medium,841110000,0.97,3,28/02/2010,0,5.81,14.32,26,5.27,3.36,8.14,6.26,0,8.5,16.23,6.11,13.71,17.61,17.57,-4.52,1.09
Large,589390000,1.1,3,30/11/2011,0,5.68,12.94,13.07,1.5,5.82,15.87,0.96,0.99,6.77,12.87,23.53,15.65,20.01,9.79,-2,1.01
Large,1170000000,1.33,3,1/10/1996,33.1,4.03,13.2,16.87,4.09,9.02,12.44,1.28,2.11,5.85,11.26,19.84,16.7,14.89,6.07,-1.15,1.1
Large,16310000,1.7,3,26/07/2012,0,0.68,19.23,22.35,0,6.93,9.74,0.94,4.6,0,13.17,22.36,14.82,45.76,-3.59,-0.42,1.21
Large,200940000,2.3,2,30/10/2011,0,5.61,12.92,13.15,1.54,5.88,15.77,0.95,1.02,6.74,12.92,23.5,15.67,18.24,8.48,-3.48,1.01
Large,142630000,0.81,3,28/02/2002,0,1.43,5.31,25.06,0.18,9.06,21.11,3.22,2.9,15.68,7.2,8.86,14.23,11.82,15.72,-4.52,1.02
Large,200940000,1.1,3,30/10/2011,0,5.61,12.92,13.15,1.54,5.88,15.77,0.95,1.02,6.74,12.92,23.5,15.67,19.61,9.84,-2.2,1
Large,200940000,1.55,3,30/10/2011,0,5.61,12.92,13.15,1.54,5.88,15.77,0.95,1.02,6.74,12.92,23.5,15.67,19.15,9.29,-2.67,1
Medium,4130000000,0.76,5,2/6/2009,92.6,0,0,0,0,0,0,0,0,0,0,0,0,5,5.02,0.63,0.95
Large,200940000,1.3,3,30/10/2011,0,5.61,12.92,13.15,1.54,5.88,15.77,0.95,1.02,6.74,12.92,23.5,15.67,19.32,9.65,-2.45,1.01
Large,200940000,1.8,2,30/10/2011,0,5.61,12.92,13.15,1.54,5.88,15.77,0.95,1.02,6.74,12.92,23.5,15.67,18.84,9.03,-2.93,1
Large,556540000,1.17,2,8/9/2016,4.76,4.38,13.24,21,2.88,6.73,8.75,2.63,2.76,5.15,11.65,20.83,15.32,18.36,0,-2.45,1.34
Large,64970000,1.95,3,19/09/2013,0,6.9,11.79,20.13,4.25,8.7,9.85,3.54,3.4,5.73,11.53,14.16,14.64,16.35,3.48,-2.2,1.01
Medium,4810000000,0.83,3,9/6/1970,0,1.65,20.54,9.32,3.36,3.27,18.91,0,0.99,1.4,16.07,24.5,21.3,25.24,10.39,0.8,1.02
